Date,Home Team,Home Points,Away Team,Away Points
2024-11-23,FLA. ATLANTIC,27,Charlotte,39
2024-11-23,UAB,40,Rice,14
2024-11-26,AKRON,21,Toledo,14
2024-11-26,BUFFALO,43,Kent St.,7
2024-11-28,TULANE,24,Memphis,34
2024-11-29,WISCONSIN,7,Minnesota,24
2024-11-30,BOISE ST.,34,Oregon St.,18
2024-11-29,BOWLING GREEN,12,Miami (OH),28
2024-11-29,OHIO,42,Ball St.,21
2024-11-29,COLORADO,52,Oklahoma St.,0
2024-11-29,EAST CAROLINA,20,Navy,34
2024-11-29,OLE MISS,26,Mississippi St.,14
2024-11-29,SOUTH ALABAMA,38,Texas St.,45
2024-11-29,COLORADO ST.,42,Utah St.,37
2024-11-29,SAM HOUSTON,20,Liberty,18
2024-11-29,SAN JOSE ST.,34,Stanford,31
2024-11-29,IOWA,13,Nebraska,10
2024-11-29,GEORGIA,44,Georgia Tech,42
2024-11-29,UCF,14,Utah,28
2024-11-30,OHIO ST.,10,Michigan,13
2024-11-30,CLEMSON,14,South Carolina,17
2024-11-30,NORTHWESTERN,28,Illinois,38
2024-11-30,MASSACHUSETTS,42,UConn,47
2024-11-30,VANDERBILT,23,Tennessee,36
2024-11-30,KENTUCKY,14,Louisville,41
2024-11-30,WAKE FOREST,17,Duke,23
2024-11-30,BAYLOR,45,Kansas,17
2024-11-30,TEXAS TECH,52,West Virginia,15
2024-11-30,ARMY WEST POINT,29,UTSA,24
2024-11-30,TEMPLE,17,North Texas,24
2024-11-30,ULM,23,Louisiana,37
2024-11-30,WESTERN MICH.,26,Eastern Mich.,18
2024-11-30,RICE,35,South Fla.,28
2024-11-30,TROY,52,Southern Miss.,20
2024-11-30,FIU,35,Middle Tenn.,24
2024-11-30,GEORGIA ST.,27,Coastal Carolina,48
2024-11-30,BOSTON COLLEGE,34,Pittsburgh,23
2024-11-30,ARKANSAS ST.,32,Old Dominion,40
2024-11-30,LOUISIANA TECH,33,Kennesaw St.,0
2024-11-29,CHARLOTTE,29,UAB,27
2024-11-30,TULSA,16,Fla. Atlantic,63
2024-11-30,WESTERN KY.,19,Jacksonville St.,17
2024-11-30,ARIZONA,7,Arizona St.,49
2024-11-30,NORTH CAROLINA,30,NC State,35
2024-11-30,SYRACUSE,42,Miami (FL),38
2024-11-30,PENN ST.,44,Maryland,7
2024-11-30,ALABAMA,28,Auburn,14
2024-11-30,SOUTHERN CALIFORNIA,35,Notre Dame,49
2024-11-30,NIU,24,Central Mich.,16
2024-11-30,MICHIGAN ST.,14,Rutgers,41
2024-11-30,MISSOURI,28,Arkansas,21
2024-11-30,SMU,38,California,6
2024-11-30,UCLA,20,Fresno St.,13
2024-11-30,NEW MEXICO ST.,35,UTEP,42
2024-11-30,GA. SOUTHERN,29,App State,20
2024-11-30,CINCINNATI,13,TCU,20
2024-11-30,WASHINGTON ST.,14,Wyoming,15
2024-11-30,FLORIDA ST.,11,Florida,31
2024-11-30,INDIANA,66,Purdue,0
2024-11-30,LSU,37,Oklahoma,17
2024-11-30,TEXAS A&M,7,Texas,17
2024-11-30,IOWA ST.,29,Kansas St.,21
2024-11-30,OREGON,49,Washington,21
2024-11-30,VIRGINIA TECH,37,Virginia,17
2024-11-30,JAMES MADISON,33,Marshall,35
2024-11-30,UNLV,38,Nevada,14
2024-11-30,BYU,30,Houston,18
2024-11-30,SAN DIEGO ST.,20,Air Force,31
2024-11-30,HAWAII,38,New Mexico,30
2024-12-06,JACKSONVILLE ST.,52,Western Ky.,12
2024-12-06,BOISE ST.,21,UNLV,7
2024-12-06,ARMY WEST POINT,35,Tulane,14
2024-12-07,ARIZONA ST.,45,Iowa St.,19
2024-12-07,MIAMI (OH),3,Ohio,38
2024-12-07,TEXAS,19,Georgia,22
2024-12-07,LOUISIANA,3,Marshall,31
2024-12-07,OREGON,45,Penn St.,37
2024-12-07,SMU,31,Clemson,34
2024-12-14,ARMY WEST POINT,13,Navy,31
2024-12-14,SOUTH ALABAMA,30,Western Mich.,23
2024-12-17,MEMPHIS,42,West Virginia,37
2024-12-18,WESTERN KY.,17,James Madison,27
2024-12-18,UNLV,24,California,13
2024-12-19,SAM HOUSTON,31,Ga. Southern,26
2024-12-20,OHIO,27,Jacksonville St.,30
2024-12-20,TULANE,33,Florida,8
2024-12-20,NOTRE DAME,27,Indiana,17
2024-12-21,PENN ST.,38,SMU,10
2024-12-21,TEXAS,38,Clemson,24
2024-12-21,OHIO ST.,42,Tennessee,17
2024-12-23,COASTAL CAROLINA,15,UTSA,44
2024-12-23,NIU,28,Fresno St.,20
2024-12-24,SOUTH FLA.,41,San Jose St.,39
2024-12-26,PITTSBURGH,46,Toledo,48
2024-12-26,RUTGERS,41,Kansas St.,44
2024-12-26,ARKANSAS ST.,38,Bowling Green,31
2024-12-27,NAVY,21,Oklahoma,20
2024-12-27,GEORGIA TECH,27,Vanderbilt,35
2024-12-27,ARKANSAS,39,Texas Tech,26
2024-12-27,WASHINGTON ST.,35,Syracuse,52
2024-12-27,TEXAS A&M,31,Southern California,35
2024-12-28,UCONN,27,North Carolina,14
2024-12-28,BOSTON COLLEGE,15,Nebraska,20
2024-12-28,TCU,34,Louisiana,3
2024-12-28,MIAMI (FL),41,Iowa St.,42
2024-12-28,COLORADO ST.,17,Miami (OH),43
2024-12-28,NC STATE,21,East Carolina,26
2024-12-28,BYU,36,Colorado,14
2024-12-28,ARMY WEST POINT,27,Marshall,6
2024-12-30,MISSOURI,27,Iowa,24
2024-12-31,MICHIGAN,19,Alabama,13
2024-12-31,LOUISVILLE,35,Washington,34
2024-12-31,SOUTH CAROLINA,17,Illinois,21
2024-12-31,LSU,44,Baylor,31
2024-12-31,BOISE ST.,14,Penn St.,31
2025-01-01,ARIZONA ST.,31,Texas,39
2025-01-01,OREGON,21,Ohio St.,41
2025-01-01,GEORGIA,10,Notre Dame,23
2025-01-02,OLE MISS,52,Duke,20
2025-01-03,NORTH TEXAS,28,Texas St.,30
2025-01-03,MINNESOTA,24,Virginia Tech,10
2025-01-04,LIBERTY,7,Buffalo,26
2025-01-09,PENN ST.,24,Notre Dame,27
2025-01-10,TEXAS,14,Ohio St.,28
2025-01-20,NOTRE DAME,23,Ohio St.,34
