Date,Home Team,Home Points,Away Team,Away Points
2024-11-04,IU Indy,100,IU Columbus,44
2024-11-04,Middle Tenn.,97,Oglethorpe,51
2024-11-04,UT Arlington,90,UNT Dallas,55
2024-11-04,Southern Ill.,80,Col. of Charleston,90
2024-11-04,Jacksonville St.,112,LaGrange,48
2024-11-04,Santa Clara,85,Saint Louis,78
2024-11-04,Stanford,85,Denver,62
2024-11-04,UMBC,95,Penn St.-York,66
2024-11-04,Stonehill,81,Framingham St.,62
2024-11-04,Wofford,112,Erskine,58
2024-11-04,Liberty,83,Valparaiso,63
2024-11-04,Hofstra,89,Old Westbury,62
2024-11-04,Harvard,79,Marist,66
2024-11-04,Temple,81,Sacred Heart,70
2024-11-04,South Dakota St.,80,McNeese,73
2024-11-04,Drexel,95,Georgian Court,43
2024-11-04,Purdue,90,A&M-Corpus Christi,73
2024-11-04,VMI,103,Washington Col.,54
2024-11-04,UMass Lowell,115,Rivier,59
2024-11-04,Niagara,100,Houghton,65
2024-11-04,Winthrop,125,Piedmont,65
2024-11-04,App State,63,Miami (OH),77
2024-11-04,St. John's (NY),92,Fordham,60
2024-11-04,Delaware,73,Bucknell,85
2024-11-04,Butler,72,Missouri St.,65
2024-11-04,Jacksonville,78,Trinity Baptist,65
2024-11-04,Kentucky,103,Wright St.,62
2024-11-04,N.C. A&T,107,Cheyney,55
2024-11-04,VCU,84,Bellarmine,65
2024-11-04,NJIT,57,Penn,58
2024-11-04,Old Dominion,82,Buffalo,83
2024-11-04,James Madison,88,Ohio,78
2024-11-04,Queens (NC),90,Lynchburg,39
2024-11-04,William & Mary,84,Dickinson,36
2024-11-04,George Mason,75,N.C. Central,58
2024-11-04,La Salle,65,American,52
2024-11-04,Davidson,88,William Peace,47
2024-11-04,Miami (FL),113,FDU,72
2024-11-04,Stetson,94,New College (FL),75
2024-11-04,Syracuse,86,Le Moyne,82
2024-11-04,Troy,84,Toledo,74
2024-11-04,Massachusetts,103,New Hampshire,74
2024-11-04,Detroit Mercy,91,Cleary,52
2024-11-04,Dartmouth,129,VTSU Lyndon,47
2024-11-04,Oakland,75,Defiance,52
2024-11-04,Cincinnati,109,Ark.-Pine Bluff,54
2024-11-04,Marshall,90,Davis & Elkins,57
2024-11-04,Prairie View,111,Biblical Stud. (TX),90
2024-11-04,Cornell,93,Marywood,52
2024-11-04,South Carolina St.,137,Morris,55
2024-11-04,ETSU,72,Newberry,51
2024-11-04,Maryland,79,Manhattan,49
2024-11-04,Morgan St.,89,Frostburg St.,76
2024-11-04,Michigan St.,81,Monmouth,57
2024-11-04,Dayton,87,Saint Francis,57
2024-11-04,NC State,97,USC Upstate,66
2024-11-04,Saint Joseph's,70,Navy,63
2024-11-04,East Carolina,97,N.C. Wesleyan,70
2024-11-04,Louisville,93,Morehead St.,45
2024-11-04,Siena,72,Brown,71
2024-11-04,South Carolina,71,North Florida,74
2024-11-04,UCF,64,Texas A&M,61
2024-11-04,Loyola Maryland,78,Columbia,81
2024-11-04,Tennessee,80,Gardner-Webb,64
2024-11-04,Eastern Ky.,98,Alice Lloyd,69
2024-11-04,Kansas City,91,Hannibal-La Grange,68
2024-11-04,Georgia St.,71,Ball St.,66
2024-11-04,Purdue Fort Wayne,99,Bluffton,47
2024-11-04,Pittsburgh,96,Radford,56
2024-11-04,Princeton,81,Iona,80
2024-11-04,Milwaukee,118,Lakeland,62
2024-11-04,Duke,96,Maine,62
2024-11-04,St. Bonaventure,70,CSUN,56
2024-11-04,UNCW,143,Mount Olive,91
2024-11-04,Florida St.,74,Northern Ky.,62
2024-11-04,Furman,104,Columbia Int'l,46
2024-11-04,Ga. Southern,80,NIU,65
2024-11-04,West Virginia,87,Robert Morris,59
2024-11-04,Mount St. Mary's,98,Notre Dame (MD),62
2024-11-04,Hampton,110,Mid-Atlantic Christ.,53
2024-11-04,Clemson,91,Charleston So.,64
2024-11-04,UNC Greensboro,73,FGCU,64
2024-11-04,Coastal Carolina,60,Western Mich.,56
2024-11-04,Providence,59,Central Conn. St.,55
2024-11-04,Xavier,78,Texas Southern,69
2024-11-04,Drake,93,York (NE),41
2024-11-04,Tulane,76,La. Christian,42
2024-11-04,Longwood,79,Randolph,68
2024-11-04,Louisiana Tech,77,LSU-Alexandria,50
2024-11-04,Campbell,96,Pfeiffer,49
2024-11-04,UAB,62,Vermont,67
2024-11-04,Samford,100,Mississippi Col.,58
2024-11-04,Seton Hall,57,Saint Peter's,53
2024-11-04,Northwestern St.,96,Dallas Christian,55
2024-11-04,Georgia,83,Tennessee Tech,78
2024-11-04,Belmont,93,Maryville (TN),70
2024-11-04,Penn St.,108,Binghamton,66
2024-11-04,Mississippi St.,95,West Ga.,60
2024-11-04,Western Caro.,100,Bob Jones,61
2024-11-04,Boston U.,72,Northeastern,80
2024-11-04,Fla. Atlantic,97,Indiana St.,64
2024-11-04,Yale,88,Quinnipiac,62
2024-11-04,Duquesne,72,Lipscomb,77
2024-11-04,Army West Point,67,UAlbany,59
2024-11-04,Houston Christian,86,Avila,59
2024-11-04,Utah Valley,92,Western Colo.,57
2024-11-04,Nebraska,87,UTRGV,67
2024-11-04,Little Rock,84,Ark. Baptist,64
2024-11-04,Illinois,112,Eastern Ill.,67
2024-11-04,UIC,91,St. Francis (IL),43
2024-11-04,Omaha,85,Mid-Amer. Christian,69
2024-11-04,UTSA,103,Trinity (TX),77
2024-11-04,Charlotte,88,Presbyterian,79
2024-11-04,Northern Ariz.,100,Park (AZ),49
2024-11-04,Kansas,87,Howard,57
2024-11-04,Bryant,105,Dean,63
2024-11-04,North Dakota St.,96,Jamestown,59
2024-11-04,Austin Peay,95,Union (TN),75
2024-11-04,Tulsa,82,Northeastern St.,68
2024-11-04,Lamar University,113,Paul Quinn,42
2024-11-04,Norfolk St.,96,Penn St.-Wilkes Barre,41
2024-11-04,Murray St.,113,Bethel (TN),37
2024-11-04,Northwestern,90,Lehigh,46
2024-11-04,Grambling,92,Southern-N.O.,42
2024-11-04,Memphis,83,Missouri,75
2024-11-04,Bradley,88,Southeast Mo. St.,60
2024-11-04,Houston,97,Jackson St.,40
2024-11-04,Wake Forest,64,Coppin St.,49
2024-11-04,George Washington,76,Mercyhurst,59
2024-11-04,Iowa St.,83,Mississippi Val.,44
2024-11-04,Vanderbilt,102,UMES,63
2024-11-04,Texas St.,64,Eastern Mich.,44
2024-11-04,Western Ky.,84,Wichita St.,91
2024-11-04,Illinois St.,65,UT Martin,67
2024-11-04,South Alabama,70,Central Mich.,74
2024-11-04,Boston College,69,The Citadel,60
2024-11-04,UNI,96,Dubuque,54
2024-11-04,DePaul,80,Southern Ind.,78
2024-11-04,Wisconsin,85,Holy Cross,61
2024-11-04,Louisiana,66,Kent St.,70
2024-11-04,Arkansas St.,80,Akron,75
2024-11-04,TCU,105,Florida A&M,59
2024-11-04,Rhode Island,96,Fairfield,58
2024-11-04,Virginia Tech,83,Delaware St.,60
2024-11-04,Michigan,101,Cleveland St.,53
2024-11-04,Southern Miss.,77,Bowling Green,68
2024-11-04,Iowa,89,East Texas A&M,67
2024-11-04,Villanova,75,Lafayette,63
2024-11-04,Loyola Chicago,79,Chicago St.,72
2024-11-04,Tennessee St.,96,Fisk,66
2024-11-04,SFA,85,Dallas,51
2024-11-04,Abilene Christian,107,Howard Payne,74
2024-11-04,SIUE,95,Westminster (MO),42
2024-11-04,SMU,96,Tarleton St.,62
2024-11-04,Southeastern La.,91,William Carey,53
2024-11-04,Southern Utah,96,Western N.M.,68
2024-11-04,Marquette,102,Stony Brook,62
2024-11-04,Florida,98,South Fla.,83
2024-11-04,ULM,111,Champion Chris.,61
2024-11-04,Ole Miss,90,LIU,60
2024-11-04,Weber St.,118,Northwest Indian,35
2024-11-04,Colorado,76,Eastern Wash.,56
2024-11-04,New Mexico St.,93,N.M. Highlands,57
2024-11-04,New Mexico,91,Nicholls,84
2024-11-04,Montana,92,Hawaii Hilo,61
2024-11-04,South Dakota,93,Southern U.,79
2024-11-04,UTEP,102,Sul Ross St.,55
2024-11-04,North Carolina,90,Elon,76
2024-11-04,LMU (CA),99,LIFE Pacific,56
2024-11-04,Idaho,94,Northwest (WA),60
2024-11-04,Oklahoma,93,Lindenwood,60
2024-11-04,Utah,100,Alcorn,59
2024-11-04,Grand Canyon,89,Cal St. Fullerton,79
2024-11-04,Oklahoma St.,89,Green Bay,76
2024-11-04,Alabama,110,UNC Asheville,54
2024-11-04,St. Thomas (MN),96,North Central (MN),71
2024-11-04,Air Force,57,North Ala.,73
2024-11-04,Colorado St.,82,North Dakota,56
2024-11-04,Wyoming,108,Concordia-St. Paul,85
2024-11-04,Texas,72,Ohio St.,80
2024-11-04,Northern Colo.,75,Colorado Col.,55
2024-11-04,UC Santa Barbara,96,San Fran. St.,47
2024-11-04,Oregon St.,80,Utah Tech,57
2024-11-04,Pacific,92,Jessup,65
2024-11-04,Saint Mary's (CA),76,Towson,69
2024-11-04,Nevada,91,Sam Houston,75
2024-11-04,Southern California,77,Chattanooga,51
2024-11-04,California Baptist,83,UIW,78
2024-11-04,San Jose St.,55,Western Ill.,59
2024-11-04,Long Beach St.,93,La Verne,48
2024-11-04,Arizona,93,Canisius,64
2024-11-04,UCLA,85,Rider,50
2024-11-04,Oregon,91,UC Riverside,76
2024-11-04,UC Irvine,82,Chapman,52
2024-11-04,Washington St.,100,Portland St.,92
2024-11-04,California,86,CSU Bakersfield,73
2024-11-04,Gonzaga,101,Baylor,63
2024-11-04,UNLV,93,Alabama St.,79
2024-11-05,Kennesaw St.,110,Toccoa Falls,61
2024-11-05,Colgate,95,SUNY Canton,62
2024-11-05,Rice,77,FIU,70
2024-11-05,Texas Tech,94,Bethune-Cookman,61
2024-11-05,Kansas St.,89,New Orleans,65
2024-11-05,North Texas,80,Evansville,63
2024-11-05,Arizona St.,55,Idaho St.,48
2024-11-05,BYU,88,Central Ark.,50
2024-11-05,Sacramento St.,106,Cal Maritime,44
2024-11-05,San Francisco,86,Cal Poly,78
2024-11-05,Washington,79,UC Davis,73
2024-11-06,Morgan St.,73,Mercyhurst,78
2024-11-06,Rutgers,75,Wagner,52
2024-11-06,Maine,98,Me.-Fort Kent,47
2024-11-06,UConn,92,Sacred Heart,56
2024-11-06,High Point,93,Coppin St.,51
2024-11-06,Villanova,80,Columbia,90
2024-11-06,Morehead St.,89,Boyce,48
2024-11-06,Virginia,65,Campbell,56
2024-11-06,Le Moyne,75,CSUN,97
2024-11-06,Notre Dame,89,Stonehill,60
2024-11-06,Cleveland St.,91,Baldwin Wallace,53
2024-11-06,Georgetown,85,Lehigh,77
2024-11-06,New Hampshire,99,UMass Boston,69
2024-11-06,Richmond,101,Mount Olive,68
2024-11-06,Wright St.,89,Ohio Christian,60
2024-11-06,USC Upstate,103,Piedmont,70
2024-11-06,Presbyterian,120,Carolina Christian,45
2024-11-06,Texas Southern,100,TAMU-San Antonio,66
2024-11-06,Norfolk St.,104,Virginia-Lynchburg,60
2024-11-06,Georgia Tech,85,West Ga.,62
2024-11-06,App State,108,St. Andrews,54
2024-11-06,Minnesota,80,Oral Roberts,57
2024-11-06,Indiana,80,SIUE,61
2024-11-06,LSU,95,ULM,60
2024-11-06,South Dakota,91,East Texas A&M,83
2024-11-06,Auburn,94,Vermont,43
2024-11-06,Arkansas,76,Lipscomb,60
2024-11-06,Ark.-Pine Bluff,99,Champion Chris.,57
2024-11-06,Eastern Ill.,97,Earlham,61
2024-11-06,Pepperdine,77,Western Ill.,64
2024-11-06,Boise St.,87,Oakland,43
2024-11-06,Eastern Wash.,93,Seattle U,86
2024-11-06,Creighton,99,UTRGV,86
2024-11-06,Utah St.,101,Alcorn,46
2024-11-06,San Diego St.,63,UC San Diego,58
2024-11-06,Portland,83,Lewis & Clark,70
2024-11-06,San Diego,67,Rider,68
2024-11-07,UT Martin,114,Ky. Christian,61
2024-11-07,North Ala.,94,Point U.,58
2024-11-07,CSU Bakersfield,122,Bethesda (CA),53
2024-11-07,Binghamton,82,SUNY Oneonta,63
2024-11-07,Delaware,81,Robert Morris,77
2024-11-07,Alabama A&M,121,Oakwood,78
2024-11-07,Indiana St.,93,Eureka,48
2024-11-07,North Florida,90,Charleston So.,66
2024-11-07,Western Mich.,86,Davenport,46
2024-11-07,Lindenwood,98,UHSP,30
2024-11-07,Central Mich.,72,Stony Brook,73
2024-11-07,Mercer,125,Virginia-Lynchburg,54
2024-11-07,The Citadel,86,Erskine,56
2024-11-07,Penn,85,UMES,84
2024-11-07,Quinnipiac,71,WPI,47
2024-11-07,FDU,112,Purchase,72
2024-11-07,Mississippi Val.,66,MUW,49
2024-11-07,NIU,105,Holy Cross (IN),37
2024-11-07,Wake Forest,80,N.C. A&T,64
2024-11-07,UAB,98,Southern Miss.,84
2024-11-07,Iowa,89,Southern U.,74
2024-11-07,UNI,87,Milwaukee,68
2024-11-07,Wisconsin,79,Montana St.,67
2024-11-07,Louisiana,82,Texas-Dallas,65
2024-11-07,DePaul,92,Prairie View,59
2024-11-07,Stetson,76,Omaha,79
2024-11-07,Florida,81,Jacksonville,60
2024-11-07,Loyola Chicago,87,Detroit Mercy,65
2024-11-07,Michigan St.,96,Niagara,60
2024-11-07,Tennessee Tech,89,Bryan,74
2024-11-07,SMU,102,Florida A&M,73
2024-11-07,Southern Ind.,69,Bucknell,75
2024-11-07,North Dakota St.,68,Illinois St.,77
2024-11-07,McNeese,111,Biblical Stud. (TX),57
2024-11-07,Air Force,73,Jacksonville St.,67
2024-11-07,Southern California,75,Idaho St.,69
2024-11-07,California,91,Cal Poly,73
2024-11-07,Portland St.,131,Evergreen St.,84
2024-11-07,Saint Mary's (CA),86,Chattanooga,74
2024-11-07,Utah,98,Central Ark.,63
2024-11-07,Idaho,75,UC Davis,79
2024-11-08,Eastern Mich.,83,Siena Heights,58
2024-11-08,UIW,97,Southwestern (TX),53
2024-11-08,N.C. Central,82,Gardner-Webb,88
2024-11-08,Denver,97,Western Colo.,80
2024-11-08,Stanford,80,Cal St. Fullerton,53
2024-11-08,Ball St.,87,Franklin,60
2024-11-08,Duke,100,Army West Point,58
2024-11-08,Cornell,88,Samford,86
2024-11-08,UMass Lowell,81,Saint Peter's,74
2024-11-08,Monmouth,74,Temple,103
2024-11-08,Towson,89,Penn St.-Wilkes Barre,34
2024-11-08,VCU,80,Boston College,55
2024-11-08,Xavier,94,IU Indy,80
2024-11-08,Penn St.,103,UMBC,54
2024-11-08,Butler,66,Austin Peay,68
2024-11-08,ETSU,78,Eastern Ky.,82
2024-11-08,George Washington,82,Hampton,54
2024-11-08,UCF,75,Purdue Fort Wayne,68
2024-11-08,Ole Miss,66,Grambling,64
2024-11-08,Hofstra,90,Iona,76
2024-11-08,Saint Joseph's,67,Central Conn. St.,73
2024-11-08,Cincinnati,83,Morehead St.,56
2024-11-08,UNCW,92,Ga. Southern,84
2024-11-08,South Carolina,86,South Carolina St.,64
2024-11-08,Green Bay,76,St. Thomas (MN),90
2024-11-08,Kent St.,98,Miami-Hamilton,53
2024-11-08,Clemson,88,Saint Francis,62
2024-11-08,Queens (NC),67,Western Caro.,54
2024-11-08,Virginia Tech,93,USC Upstate,74
2024-11-08,Purdue,72,Northern Ky.,50
2024-11-08,West Virginia,75,Massachusetts,69
2024-11-08,Fla. Atlantic,99,Coastal Ga.,49
2024-11-08,Akron,88,Ohio Wesleyan,57
2024-11-08,Pittsburgh,83,Murray St.,68
2024-11-08,Kansas,92,North Carolina,89
2024-11-08,NC State,81,Presbyterian,72
2024-11-08,Radford,89,William & Mary,77
2024-11-08,Bryant,88,Siena,90
2024-11-08,Col. of Charleston,86,South Fla.,71
2024-11-08,Bowling Green,85,Davidson,91
2024-11-08,Rhode Island,91,Holy Cross,77
2024-11-08,Tulane,80,ULM,64
2024-11-08,Nicholls,64,South Alabama,70
2024-11-08,Mississippi St.,101,Georgia St.,66
2024-11-08,Belmont,74,Furman,76
2024-11-08,Texas,90,Houston Christian,59
2024-11-08,Alabama,88,Arkansas St.,79
2024-11-08,Oral Roberts,105,Ozark Christian,49
2024-11-08,Texas St.,102,McMurry,62
2024-11-08,Kansas City,124,Kansas Christian,36
2024-11-08,TCU,67,FGCU,51
2024-11-08,Arizona St.,81,Santa Clara,74
2024-11-08,Maryland,86,Mount St. Mary's,52
2024-11-08,Buffalo,87,Fredonia,78
2024-11-08,Missouri,77,Howard,62
2024-11-08,Texas A&M,87,East Texas A&M,55
2024-11-08,Valparaiso,111,Concordia (MI),46
2024-11-08,A&M-Corpus Christi,87,Dallas Christian,36
2024-11-08,UIC,91,Yale,79
2024-11-08,Illinois,90,SIUE,58
2024-11-08,Northern Ariz.,115,Nelson,67
2024-11-08,Southern Ill.,86,Missouri S&T,64
2024-11-08,Navy,85,Harvard,80
2024-11-08,Villanova,91,NJIT,54
2024-11-08,Duquesne,68,Princeton,75
2024-11-08,BYU,86,UC Riverside,80
2024-11-08,Colorado,90,Northern Colo.,88
2024-11-08,Marquette,82,George Mason,63
2024-11-08,Texas Tech,86,Northwestern St.,65
2024-11-08,South Dakota St.,80,Long Beach St.,79
2024-11-08,Pacific,80,San Jose St.,67
2024-11-08,Colorado St.,87,Tennessee St.,79
2024-11-08,Fresno St.,64,Sacramento St.,57
2024-11-08,LMU (CA),51,UC Irvine,66
2024-11-08,San Diego,74,Boston U.,60
2024-11-08,Oregon,79,Montana,48
2024-11-08,Oregon St.,76,Weber St.,48
2024-11-08,Washington St.,91,Bradley,74
2024-11-08,UCLA,64,New Mexico,72
2024-11-09,Hawaii,96,LIFE Pacific,61
2024-11-09,Louisville,55,Tennessee,77
2024-11-09,LIU,102,Pratt,42
2024-11-09,Seton Hall,56,Fordham,57
2024-11-09,Winthrop,82,Little Rock,67
2024-11-09,Miami (OH),68,Wright St.,81
2024-11-09,Wagner,94,Manor,52
2024-11-09,Dartmouth,81,Sacred Heart,76
2024-11-09,Coppin St.,53,Rider,64
2024-11-09,Columbia,83,Delaware St.,62
2024-11-09,Drexel,73,Colgate,56
2024-11-09,St. John's (NY),96,Quinnipiac,73
2024-11-09,High Point,80,Jackson St.,71
2024-11-09,Marshall,80,Toledo,90
2024-11-09,Evansville,96,Brescia,49
2024-11-09,Mercyhurst,88,Houghton,62
2024-11-09,Bellarmine,71,VMI,76
2024-11-09,Longwood,84,Morgan St.,66
2024-11-09,Tulsa,103,Ark.-Pine Bluff,80
2024-11-09,Minnesota,68,Omaha,64
2024-11-09,La Salle,81,Lafayette,60
2024-11-09,East Carolina,63,Coastal Carolina,59
2024-11-09,Canisius,78,St. Bonaventure,87
2024-11-09,Arizona,102,Old Dominion,44
2024-11-09,Kansas St.,77,Cleveland St.,64
2024-11-09,Kentucky,100,Bucknell,72
2024-11-09,Utah Valley,89,UTEP,60
2024-11-09,Georgetown,69,Fairfield,57
2024-11-09,Utah St.,103,Charlotte,74
2024-11-09,UMES,96,Penn St.-Schuylkill,77
2024-11-09,Nicholls,93,MUW,44
2024-11-09,Xavier (LA),62,Alcorn,56
2024-11-09,Lipscomb,78,Wofford,69
2024-11-09,New Orleans,61,Troy,78
2024-11-09,Richmond,72,Marist,79
2024-11-09,Providence,76,Stonehill,49
2024-11-09,UNLV,74,Memphis,80
2024-11-09,Norfolk St.,83,James Madison,69
2024-11-09,UT Arlington,77,Louisiana Tech,92
2024-11-09,Portland,53,UC Santa Barbara,94
2024-11-09,Wichita St.,89,Montana St.,69
2024-11-09,UAlbany,89,SUNY Oneonta,69
2024-11-09,Rice,65,Florida St.,73
2024-11-09,Abilene Christian,56,Middle Tenn.,79
2024-11-09,Merrimack,65,Vermont,51
2024-11-09,Ohio,82,UNC Asheville,76
2024-11-09,Le Moyne,107,SUNY Poly,73
2024-11-09,Loyola Maryland,83,Lancaster Bible,42
2024-11-09,Baylor,72,Arkansas,67
2024-11-09,Dayton,71,Northwestern,66
2024-11-09,Grand Canyon,74,Western Ky.,72
2024-11-09,Elon,103,Bluefield Univ.,66
2024-11-09,Seattle U,64,Liberty,66
2024-11-09,Nebraska,63,Bethune-Cookman,58
2024-11-09,California Baptist,88,Kennesaw St.,84
2024-11-09,Chicago St.,60,Youngstown St.,80
2024-11-09,UConn,92,New Hampshire,53
2024-11-09,Tarleton St.,62,Sam Houston,91
2024-11-09,Southern Utah,80,FIU,75
2024-11-09,Utah Tech,63,New Mexico St.,75
2024-11-09,Houston,69,Auburn,74
2024-11-09,UC San Diego,94,Pepperdine,76
2024-11-09,Nevada,63,Washington,53
2024-11-09,San Francisco,84,Boise St.,73
2024-11-10,Indiana,90,Eastern Ill.,55
2024-11-10,Wisconsin,87,App State,56
2024-11-10,Georgia Tech,93,North Florida,105
2024-11-10,Vanderbilt,85,Southeast Mo. St.,76
2024-11-10,Wake Forest,72,Michigan,70
2024-11-10,Detroit Mercy,84,Niagara,78
2024-11-10,American,67,Harvard,55
2024-11-10,Brown,67,Maine,69
2024-11-10,UNI,60,UC Irvine,80
2024-11-10,Robert Morris,79,Chatham,51
2024-11-10,Northeastern,76,Princeton,79
2024-11-10,Loyola Chicago,105,Eureka,53
2024-11-10,Drake,66,SFA,51
2024-11-10,Miami (FL),88,Binghamton,64
2024-11-10,Campbell,64,Saint Francis,65
2024-11-10,Oklahoma St.,80,St. Thomas (MN),71
2024-11-10,UAB,82,Southeastern La.,72
2024-11-10,South Dakota,77,Mt. Marty,47
2024-11-10,Georgia,92,Texas Southern,64
2024-11-10,Saint Louis,95,Avila,44
2024-11-10,Wyoming,81,Tennessee St.,66
2024-11-10,Gonzaga,88,Arizona St.,80
2024-11-10,Creighton,96,FDU,70
2024-11-10,LSU,74,Alabama St.,61
2024-11-10,LIFE Pacific,41,Pacific,94
2024-11-10,UTRGV,110,Champion Chris.,60
2024-11-10,Cal Poly,99,Menlo,66
2024-11-10,Hawaii,80,San Jose St.,69
2024-11-10,Montana,94,Northwest Indian,44
2024-11-11,Howard,91,Dillard,73
2024-11-11,Air Force,54,LIU,63
2024-11-11,The Citadel,74,Stetson,52
2024-11-11,Ohio St.,81,Youngstown St.,47
2024-11-11,UMBC,120,Valley Forge,61
2024-11-11,Virginia Tech,58,Winthrop,52
2024-11-11,Furman,78,Jacksonville,69
2024-11-11,Virginia,62,Coppin St.,45
2024-11-11,Alabama,72,McNeese,64
2024-11-11,Ga. Southern,79,Augusta,69
2024-11-11,Central Conn. St.,117,VTSU-Johnson,68
2024-11-11,Butler,85,Western Mich.,65
2024-11-11,Pittsburgh,83,Gardner-Webb,64
2024-11-11,Marshall,77,Southern Ind.,63
2024-11-11,Bowling Green,107,Taylor (IN),43
2024-11-11,Rutgers,75,Saint Peter's,65
2024-11-11,Missouri,84,Eastern Wash.,77
2024-11-11,North Ala.,87,UT Martin,69
2024-11-11,George Mason,94,Stony Brook,56
2024-11-11,Notre Dame,86,Buffalo,77
2024-11-11,Charleston So.,108,Morris,50
2024-11-11,South Carolina St.,94,Voorhees,48
2024-11-11,Maryland,84,Florida A&M,53
2024-11-11,Florida,86,Grambling,62
2024-11-11,Tulane,84,Alcorn,51
2024-11-11,Austin Peay,67,Chattanooga,61
2024-11-11,Iowa St.,82,Kansas City,56
2024-11-11,Oklahoma,73,Northwestern St.,57
2024-11-11,Texas A&M,97,Lamar University,71
2024-11-11,Purdue,92,Yale,84
2024-11-11,SMU,81,UNC Greensboro,68
2024-11-11,Alabama A&M,103,Ark. Baptist,57
2024-11-11,Missouri St.,90,Mo. Southern St.,61
2024-11-11,DePaul,95,Mercer,64
2024-11-11,Montana St.,93,Northwest Indian,35
2024-11-11,Marquette,70,Central Mich.,62
2024-11-11,Idaho St.,87,Southern Ore.,63
2024-11-11,CSU Bakersfield,86,North Dakota St.,81
2024-11-11,Washington St.,90,Idaho,67
2024-11-11,San Jose St.,93,LIFE Pacific,56
2024-11-11,UCLA,71,Boston U.,40
2024-11-12,Hawaii,76,Pacific,66
2024-11-12,Army West Point,101,Mt. St. Mary (NY),48
2024-11-12,Saint Joseph's,83,Villanova,76
2024-11-12,North Dakota,85,Dickinson St.,54
2024-11-12,Morgan St.,90,Dist. Columbia,64
2024-11-12,IU Indy,97,Goshen,55
2024-11-12,Providence,60,Hampton,51
2024-11-12,Kansas,77,Michigan St.,69
2024-11-12,La Salle,93,Cornell,77
2024-11-12,Clemson,75,Eastern Ky.,62
2024-11-12,East Carolina,110,Mount Olive,73
2024-11-12,George Washington,85,N.C. A&T,80
2024-11-12,Georgia,90,North Florida,77
2024-11-12,UCF,100,Fla. Atlantic,94
2024-11-12,NJIT,50,Loyola Maryland,68
2024-11-12,Navy,79,Rider,90
2024-11-12,Miami (OH),88,UMES,70
2024-11-12,Columbia,76,Lehigh,75
2024-11-12,Iona,58,Delaware,64
2024-11-12,South Carolina,80,Towson,54
2024-11-12,Liberty,81,CarolinaU,45
2024-11-12,Penn St.,92,Saint Francis,62
2024-11-12,Florida St.,72,Tarleton St.,52
2024-11-12,Purdue Fort Wayne,91,Bethune-Cookman,69
2024-11-12,Siena,74,American,66
2024-11-12,Temple,69,Drexel,61
2024-11-12,Manhattan,88,Mercy,71
2024-11-12,Syracuse,74,Colgate,72
2024-11-12,Fordham,78,Binghamton,63
2024-11-12,Radford,87,Old Dominion,75
2024-11-12,Tennessee Tech,76,West Ga.,73
2024-11-12,NIU,79,Monmouth,66
2024-11-12,Lafayette,65,Penn,63
2024-11-12,Indiana St.,72,SIUE,77
2024-11-12,James Madison,100,Mary Baldwin,52
2024-11-12,Northwestern,83,UIC,74
2024-11-12,Delaware St.,70,Gwynedd Mercy,54
2024-11-12,William & Mary,84,Norfolk St.,73
2024-11-12,New Hampshire,56,Fairfield,62
2024-11-12,Rhode Island,105,Franklin Pierce,73
2024-11-12,VMI,102,Christendom,56
2024-11-12,South Fla.,85,Ark.-Pine Bluff,69
2024-11-12,High Point,76,N.C. Central,60
2024-11-12,SFA,87,LeTourneau,68
2024-11-12,Mississippi St.,80,Southeastern La.,59
2024-11-12,Georgia Tech,81,Texas Southern,62
2024-11-12,Samford,108,Rhodes,52
2024-11-12,Rice,66,ULM,50
2024-11-12,Valparaiso,67,Cleveland St.,75
2024-11-12,Ole Miss,64,South Alabama,54
2024-11-12,TCU,76,Texas St.,71
2024-11-12,Illinois St.,85,Ohio,75
2024-11-12,Bradley,85,UTSA,72
2024-11-12,Arkansas St.,80,Little Rock,63
2024-11-12,Lipscomb,79,Belmont,80
2024-11-12,Baylor,104,Sam Houston,67
2024-11-12,Texas,105,Chicago St.,58
2024-11-12,Abilene Christian,101,McMurry,55
2024-11-12,Southern Miss.,104,Loyola (LA),65
2024-11-12,UIW,84,Prairie View,81
2024-11-12,Western Ky.,104,Campbellsville,76
2024-11-12,Northern Colo.,113,Colo. Christian,56
2024-11-12,Southern Utah,107,Bethesda (CA),54
2024-11-12,Xavier,94,Jackson St.,57
2024-11-12,Utah,96,Queens (NC),65
2024-11-12,Boise St.,100,Corban,65
2024-11-12,Colorado St.,74,Denver,65
2024-11-12,UTEP,78,Tex. Permian Basin,58
2024-11-12,Kentucky,77,Duke,72
2024-11-12,New Mexico,100,A&M-Corpus Christi,81
2024-11-12,UC Davis,80,Menlo,70
2024-11-12,Iowa,96,South Dakota,77
2024-11-12,Stanford,90,Northern Ariz.,64
2024-11-12,UC San Diego,64,Sacramento St.,54
2024-11-12,San Diego,76,Portland St.,85
2024-11-12,California Baptist,69,UC Riverside,70
2024-11-12,San Diego St.,100,Occidental,49
2024-11-12,Saint Mary's (CA),87,Akron,68
2024-11-12,Oregon,80,Portland,70
2024-11-12,Oregon St.,94,Western Ore.,58
2024-11-13,Dartmouth,73,UAlbany,87
2024-11-13,Massachusetts,66,Louisiana Tech,76
2024-11-13,Bellarmine,69,Southern Ind.,71
2024-11-13,St. John's (NY),66,Wagner,45
2024-11-13,Tennessee,92,Montana,57
2024-11-13,Mercyhurst,62,Canisius,52
